entity,umap_x,umap_y,leiden_cluster,hdbscan_cluster
http://example.org/coimbra#Patient_68,3.3885202,0.2262312,5,-1
http://example.org/coimbra#Patient_69,6.1241355,-1.4065645,3,-1
http://example.org/coimbra#Patient_7,4.7914147,-0.030938534,1,-1
http://example.org/coimbra#Patient_70,4.0892544,0.7160344,4,-1
http://example.org/coimbra#Patient_71,3.3288774,-1.6023861,3,-1
http://example.org/coimbra#Patient_72,3.686601,-1.7346461,0,-1
http://example.org/coimbra#Patient_73,6.007677,-2.065246,1,-1
http://example.org/coimbra#Patient_74,3.6907496,0.8093047,4,-1
http://example.org/coimbra#Patient_75,4.216081,0.7866952,1,-1
http://example.org/coimbra#Patient_76,4.02708,-1.9674268,0,-1
http://example.org/coimbra#Patient_77,3.8872805,-2.509267,3,-1
http://example.org/coimbra#Patient_78,6.0023746,0.7714961,4,-1
http://example.org/coimbra#Patient_79,2.643626,-0.2995855,0,-1
http://example.org/coimbra#Patient_8,4.2523427,-2.2133267,2,-1
http://example.org/coimbra#Patient_80,4.373564,-2.246184,2,-1
http://example.org/coimbra#Patient_81,4.588245,-1.2679123,4,-1
http://example.org/coimbra#Patient_82,3.6225183,-2.5724194,0,-1
http://example.org/coimbra#Patient_83,6.577125,-0.8261487,2,-1
http://example.org/coimbra#Patient_84,3.899739,-0.40174413,3,-1
http://example.org/coimbra#Patient_85,3.211376,0.4944154,4,-1
http://example.org/coimbra#Patient_86,2.3511708,-1.1858766,0,-1
http://example.org/coimbra#Patient_87,3.5983098,0.4396762,3,-1
http://example.org/coimbra#Patient_88,2.786792,-2.4809597,0,-1
http://example.org/coimbra#Patient_89,4.071603,-3.1990037,0,-1
http://example.org/coimbra#Patient_9,2.9529243,-0.9165799,4,-1
http://example.org/coimbra#Patient_90,6.271733,-1.7872494,5,-1
http://example.org/coimbra#Patient_91,5.292906,-2.4221897,1,-1
http://example.org/coimbra#Patient_92,6.303559,0.52489305,0,-1
http://example.org/coimbra#Patient_93,3.303096,-2.0307322,3,-1
http://example.org/coimbra#Patient_94,5.879409,-0.8156157,2,-1
http://example.org/coimbra#Patient_95,3.7020037,-0.76455206,3,-1
http://example.org/coimbra#Patient_96,5.708837,-0.8488907,2,-1
http://example.org/coimbra#Patient_97,5.4711986,-1.2063061,1,-1
http://example.org/coimbra#Patient_98,2.8372588,-0.23270044,0,-1
http://example.org/coimbra#Patient_99,3.4338663,-2.7046795,3,-1
